fid;Norm Integrate;Norm Integrate;Norm Public Green;Norm Public Area;Norm public amenities;PM10_normnew;PM25_normnew;NO2_normnew;SO2_normnew;BAP_normnew;BZN_normnew;Treec_norm;Buildings_clipped_intersected_NEW_pc;n_weighed_uniq_bio_hab;Normalized_eco_corr_overlap_area;N_round_m_floodpplain biotope value;Floodplain_restoration_rounded;Percentage_habitat_n;n_w_length;majority_value;Imper_norm;LST_norm;Floodplain Norm;NDVI_norm
326;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0310;0,7910;0,0000;0,3010
327;0,0016;0,0016;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1870;0,7910;0,0000;0,3490
328;0,1532;0,1532;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1920;0,7910;0,0000;0,3920
329;0,0299;0,0299;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1640;0,7910;0,0000;0,3910
330;0,0671;0,0671;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2190;0,7910;0,0000;0,4220
331;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3530;0,7910;0,0000;0,2990
332;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,2590
333;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,7170;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,2370
334;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,2660;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1800
335;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1370
336;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1520
337;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,2180;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1620
338;0,0000;0,0000;0,0000;0,1630;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0980;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1280;0,7910;0,0000;0,3220
339;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,4090;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1230
340;0,0160;0,0160;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,5050;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1690
341;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,8980;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1860
342;0,0000;0,0000;0,0000;0,0940;0,2000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,7810;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0640;0,7910;0,0000;0,1950
343;0,1058;0,1058;0,0000;0,1210;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5620;0,7910;0,0000;0,3990
344;0,0000;0,0000;0,0000;0,1210;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;0,9580;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0620;0,7990;0,0000;0,3080
345;0,0000;0,0000;0,0000;0,1210;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8750;0,8090;0,0000;0,7470
346;0,6601;0,6601;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5130;0,7920;0,0000;0,5060
347;0,0497;0,0497;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,8010;0,0000;0,2570
348;0,5494;0,5494;0,0000;0,1210;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8180;0,0000;0,7980
349;0,0741;0,0741;0,0000;0,1690;0,2000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8200;0,0000;0,6800
350;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;0,8910;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1650
351;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7920;0,0000;0,0980
352;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8090;0,0000;0,1510
353;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8180;0,0000;0,1290
354;0,1574;0,1574;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7190;0,8200;0,0000;0,6150
355;0,0479;0,0479;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2880;0,8200;0,0000;0,4520
356;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8000;0,0000;0,1230
357;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8250;0,0000;0,1770
358;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1430
359;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8290;0,0000;0,1680
360;0,3730;0,3730;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,2120
361;0,2827;0,2827;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;0,8340;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,2260
362;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2240;0,8840;0,0000;0,2760
363;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0960;0,8840;0,0000;0,2160
364;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,1390
365;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,1650
366;0,5448;0,5448;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;0,7340;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,2770
367;0,2663;0,2663;0,0000;0,2220;0,2000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0960;0,8840;0,0000;0,3700
368;0,0267;0,0267;0,0000;0,0870;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2240;0,8840;0,0000;0,2950
369;0,0005;0,0005;0,0000;0,0870;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6410;0,8840;0,0000;0,6300
370;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,1360
371;0,0330;0,0330;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,2290
372;0,1141;0,1141;0,0000;0,4170;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,2060
373;0,3530;0,3530;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,3120
374;0,0338;0,0338;0,0000;0,0700;0,2000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8910
375;0,0065;0,0065;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8120
376;0,1473;0,1473;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5310;0,8840;0,0000;0,4590
377;0,0301;0,0301;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5940;0,8840;0,0000;0,6050
378;0,0062;0,0062;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8840;0,0000;0,1720
379;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0620;0,8840;0,0000;0,2440
380;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5450;0,8840;0,0000;0,4480
381;0,0472;0,0472;0,0000;0,0240;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,6660
382;0,0353;0,0353;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,6540
383;0,0067;0,0067;0,0000;0,0320;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,6850
384;0,0650;0,0650;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1920;0,8840;0,0000;0,3530
385;0,0676;0,0676;0,0000;0,0320;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8750;0,8840;0,0000;0,6440
386;0,0610;0,0610;0,0000;0,0240;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,7790
387;0,0205;0,0205;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,6510
388;0,0497;0,0497;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9690;0,8840;0,0000;0,7430
389;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8800
390;0,0672;0,0672;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9290;0,8840;0,0000;0,6180
391;0,0000;0,0000;0,0000;0,0010;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5310;0,8840;0,0000;0,4420
392;0,4620;0,4620;0,0000;0,3780;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8350
393;0,2386;0,2386;0,0000;0,3780;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9510
394;0,0619;0,0619;0,0000;0,3780;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9140
395;0,4626;0,4626;0,0000;1,0000;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9120
396;0,3717;0,3717;0,0000;0,6890;0,6000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8790
397;0,2350;0,2350;0,0000;0,3780;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,6620
398;0,2007;0,2007;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4490;0,8970;0,0000;0,3650
399;0,0500;0,0500;0,0000;0,0050;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3290;0,9160;0,0000;0,3340
400;0,2192;0,2192;0,0000;0,2090;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0940;0,8920;0,0000;0,2860
401;0,1611;0,1611;0,0000;0,2090;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5620;0,9160;0,0000;0,4210
402;0,3765;0,3765;0,0000;0,0090;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6730;0,9160;0,0000;0,7120
403;0,0815;0,0815;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,9160;0,0000;0,7970
404;0,0426;0,0426;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3120;0,9160;0,0000;0,4220
405;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9130;0,9160;0,0000;0,6410
406;0,0000;0,0000;0,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1500
407;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,3000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1740
408;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,1130;1,0000;0,0000;0,0000;0,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,2100
409;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1540
410;0,0147;0,0147;0,8523;0,0190;0,4000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,8600;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3750;0,6840;0,0000;0,5320
411;0,1199;0,1199;0,8523;0,1600;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4690;0,6840;0,0000;0,5780
412;0,0056;0,0056;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,1440;1,0000;0,0000;0,0000;0,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,2110
413;0,0722;0,0722;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7270;0,0000;0,2910
414;0,0056;0,0056;0,8523;0,2600;0,2000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5770;0,6840;0,0000;0,6300
415;0,0000;0,0000;0,8523;0,1460;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8440;0,7120;0,0000;0,7430
416;0,0403;0,0403;0,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2240;0,7910;0,0000;0,4280
417;0,1554;0,1554;0,0000;0,0270;0,2000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5310;0,7910;0,0000;0,4990
418;0,0644;0,0644;0,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6560;0,7910;0,0000;0,5110
419;0,0739;0,0739;0,0000;0,0270;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,6210;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3440;0,7910;0,0000;0,2910
420;0,0019;0,0019;0,0000;0,0180;0,2000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2880;0,7910;0,0000;0,3240
421;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,9340;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1550
422;0,0965;0,0965;0,0000;0,0180;0,2000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,8070;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1250;0,7910;0,0000;0,3090
423;0,1323;0,1323;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,1560;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1830
424;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,3880;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1250
425;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,0800;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,1850
426;0,0099;0,0099;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,5030;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7970;0,0000;0,1300
427;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,7670;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8070;0,0000;0,2740
428;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,2170;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0320;0,7910;0,0000;0,2500
429;0,0160;0,0160;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,8030;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1920;0,7990;0,0000;0,3930
430;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,9860;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,8180;0,0000;0,3690
431;0,1666;0,1666;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,3580
432;0,0160;0,0160;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0660;0,8080;0,0000;0,3070
433;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1920;0,8180;0,0000;0,3340
434;0,1064;0,1064;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,3710
435;0,0063;0,0063;0,0000;0,0000;0,0000;0,3330;0,4000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1370;0,8200;0,0000;0,3970
436;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,2270
437;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8200;0,0000;0,1970
