fid;Norm Integrate;Norm Integrate;Norm Public Green;Norm Public Area;Norm public amenities;PM10_normnew;PM25_normnew;NO2_normnew;SO2_normnew;BAP_normnew;BZN_normnew;Treec_norm;Buildings_clipped_intersected_NEW_pc;n_weighed_uniq_bio_hab;Normalized_eco_corr_overlap_area;N_round_m_floodpplain biotope value;Floodplain_restoration_rounded;Percentage_habitat_n;n_w_length;majority_value;Imper_norm;LST_norm;Floodplain Norm;NDVI_norm
214;0,0967;0,0967;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3850;0,9160;0,0000;0,4420
215;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3130
216;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3360
217;0,0598;0,0598;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3740
218;0,0199;0,0199;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,4120
219;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0330;0,8610;0,0000;0,2480
220;0,0609;0,0609;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4490;0,8700;0,0000;0,4420
221;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5620;0,8840;0,0000;0,4930
222;0,1035;0,1035;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0960;0,8840;0,0000;0,3300
223;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;0,9540;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8900;0,0000;0,1890
224;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2810;0,8840;0,0000;0,3300
225;0,0616;0,0616;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,8840;0,0000;0,3770
226;0,0164;0,0164;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,8840;0,0000;0,3390
227;0,0164;0,0164;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4810;0,9160;0,0000;0,5990
228;0,0470;0,0470;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5620;0,9160;0,0000;0,4430
229;0,0164;0,0164;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0640;0,9160;0,0000;0,2510
230;0,1227;0,1227;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3230
231;0,2847;0,2847;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3530;0,9160;0,0000;0,3680
232;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,2650
233;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3010
234;0,0191;0,0191;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;0,7580;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3170
235;0,1458;0,1458;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3740
236;0,0133;0,0133;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7260;0,9160;0,0000;0,4860
237;0,0191;0,0191;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3250
238;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3390
239;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6410;0,8840;0,0000;0,4640
240;0,0183;0,0183;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3620;0,8840;0,0000;0,4400
241;0,0600;0,0600;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0320;0,8840;0,0000;0,3190
242;0,1780;0,1780;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7690;0,8840;0,0000;0,5100
243;0,5258;0,5258;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7190;0,8840;0,0000;0,5740
244;0,6542;0,6542;0,0000;0,0230;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9620;0,8840;0,0000;0,6390
245;0,0080;0,0080;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0320;0,9120;0,0000;0,2900
246;0,0912;0,0912;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3560
247;0,5380;0,5380;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7190;0,9090;0,0000;0,4930
248;0,2673;0,2673;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,4050
249;0,1520;0,1520;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1250;0,9160;0,0000;0,3460
250;0,0191;0,0191;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;0,5460;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,2970
251;0,1947;0,1947;0,0000;0,0230;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7050;0,9160;0,0000;0,4520
252;0,0604;0,0604;0,0000;0,0230;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3300
253;0,0108;0,0108;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;0,9780;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3220
254;0,0108;0,0108;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,4570
255;0,0108;0,0108;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;0,9720;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,3580
256;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9160;0,0000;0,5290
257;0,0983;0,0983;0,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0640;0,7910;0,0000;0,4040
258;0,0969;0,0969;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7240;0,7910;0,0000;0,4430
259;0,0000;0,0000;0,0000;0,1730;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1280;0,7910;0,0000;0,3410
260;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,6960;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,3740
261;0,1219;0,1219;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;0,7330;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4370;0,7910;0,0000;0,5380
262;0,0000;0,0000;0,0000;0,0610;0,4000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,7040
263;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,3540
264;0,0677;0,0677;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8440;0,7910;0,0000;0,7000
265;0,0022;0,0022;0,0000;0,0610;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,6310
266;0,0000;0,0000;0,0000;0,1730;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,9210;0,7910;0,0000;0,6300
267;0,0000;0,0000;0,0000;0,1730;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,6040
268;0,0000;0,0000;0,0000;0,1170;0,2000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,5720
269;0,0022;0,0022;0,0000;0,1680;0,2000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2880;0,7910;0,0000;0,4830
270;0,0022;0,0022;0,0000;0,0610;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6560;0,7910;0,0000;0,4580
271;0,0022;0,0022;0,0000;0,1630;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4810;0,7910;0,0000;0,4340
272;0,0498;0,0498;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,7130
273;0,2374;0,2374;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,6760
274;0,1681;0,1681;0,0000;0,1630;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8010;0,7910;0,0000;0,7140
275;0,0676;0,0676;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6410;0,7910;0,0000;0,4650
276;0,0880;0,0880;0,0000;0,1630;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,9200
277;0,0000;0,0000;0,0000;0,0760;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4170;0,7910;0,0000;0,4180
278;0,0385;0,0385;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3210;0,7910;0,0000;0,4050
279;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0310;0,7910;0,0000;0,1740
280;0,1892;0,1892;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,4810;0,7910;0,0000;0,4540
281;0,5380;0,5380;0,0000;0,0160;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7050;0,7910;0,0000;0,5360
282;0,1178;0,1178;0,0000;0,0720;0,2000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,7260
283;0,2365;0,2365;0,0000;0,0160;0,4000;0,3330;0,2000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,8350
284;0,3154;0,3154;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,7910;0,0000;0,3030
285;0,0720;0,0720;0,0000;0,0000;0,0000;0,3330;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2010;0,7910;0,0000;0,5240
286;0,7026;0,7026;0,0000;0,0160;0,0000;0,3330;0,2000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8650;0,7910;0,0000;0,5170
287;0,1491;0,1491;0,0000;0,0000;0,0000;0,3330;0,2000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,6430
288;0,4820;0,4820;0,0000;0,0160;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,7910;0,0000;0,8350
289;0,3619;0,3619;0,0000;0,0000;0,0000;0,3330;0,4000;0,2860;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5940;0,7910;0,0000;0,4200
290;0,0781;0,0781;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5940;0,8840;0,0000;0,5350
291;0,4369;0,4369;0,0000;0,0230;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8440;0,8840;0,0000;0,5670
292;0,8826;0,8826;0,0000;0,0230;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,7080
293;0,0071;0,0071;0,0000;0,3780;0,4000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8830
294;0,1600;0,1600;0,0000;0,3780;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,9350
295;0,1001;0,1001;0,0000;0,3780;0,2000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,8840;0,0000;0,8070
296;0,6308;0,6308;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7810;0,9040;0,0000;0,4790
297;0,5701;0,5701;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5620;0,9160;0,0000;0,5490
298;0,1932;0,1932;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1920;0,9010;0,0000;0,3550
299;0,3763;0,3763;0,0000;0,0010;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1870;0,9160;0,0000;0,3990
300;0,2045;0,2045;0,0000;0,0230;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,3440;0,9160;0,0000;0,4580
301;0,0183;0,0183;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6390;0,9160;0,0000;0,5380
302;0,1778;0,1778;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7050;0,9160;0,0000;0,4950
303;0,0000;0,0000;0,0000;0,0000;0,0000;0,3330;0,4000;0,5710;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,2920;0,9160;0,0000;0,5420
304;0,0539;0,0539;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;6,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1370
305;0,0881;0,0881;0,4686;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;6,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1580
306;0,0107;0,0107;0,4686;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;8,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1300
307;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,1460;1,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1690
308;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,8000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1600
309;0,0483;0,0483;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;4,0000;0,0000;0,0000;0,0000;0,3000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1640
310;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0900;4,0000;0,0000;0,0000;0,0000;0,3000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,2280
311;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1670
312;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,0630;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1590
313;0,0000;0,0000;0,4686;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,0000;6,0000;0,0000;0,0000;0,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1660
314;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7690;0,0000;0,1680
315;0,0108;0,0108;0,4686;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,0000;4,0000;0,0000;0,0000;0,0000;0,3000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1840
316;0,0452;0,0452;0,4686;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,6320;1,0000;0,0000;0,0000;0,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,7520;0,0000;0,1720
317;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,1930;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,6840;0,0000;0,1760
318;0,0819;0,0819;0,4686;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,5920;0,7430;0,0000;0,6170
319;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,2260
320;0,0000;0,0000;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;0,4660;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,2690
321;0,0752;0,0752;0,4686;0,0000;0,0000;0,1670;0,2000;0,2290;0,2000;0,3130;2,0000;1,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1870;0,7910;0,0000;0,3680
322;0,0724;0,0724;0,8523;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,1560;0,7910;0,0000;0,3340
323;0,0076;0,0076;0,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8650;0,7910;0,0000;0,6270
324;0,0742;0,0742;0,0000;0,0280;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,8220;0,7910;0,0000;0,5650
325;0,0000;0,0000;0,0000;0,0000;0,0000;0,1670;0,2000;0,2290;0,4000;0,3130;2,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,7910;0,0000;0,3860
